length_chars,length_tokens,num_distinct_tokens,num_capital_chars,num_capital_tokens,num_free,num_digits,label
46,10,10,1,0,0,0,0
19,4,4,15,4,0,0,0
53,10,10,2,0,0,0,0
34,7,7,1,0,0,0,0
51,15,14,2,0,0,1,0
299,56,43,11,1,0,0,0
17,3,3,1,0,0,0,0
109,22,21,2,0,0,0,0
25,5,5,1,0,0,0,0
39,8,8,1,0,0,0,0
34,6,6,5,1,0,0,0
8,2,2,1,0,0,0,0
32,8,8,1,0,0,0,0
32,6,6,1,0,0,0,0
160,31,28,127,24,0,3,0
17,4,4,1,0,0,0,0
74,15,14,2,0,0,0,0
49,10,10,1,0,0,0,0
91,20,20,4,0,1,1,0
48,10,10,1,0,0,0,0
37,9,9,1,0,0,0,0
31,6,6,1,0,0,0,0
34,7,7,1,0,0,0,0
28,5,5,1,0,0,0,0
41,10,10,1,0,0,0,0
102,23,23,2,0,0,1,0
25,6,6,2,0,0,0,0
23,5,5,1,0,0,0,0
72,16,16,1,0,0,0,0
34,6,6,1,0,0,0,0
154,35,29,11,0,0,0,0
61,12,11,7,2,0,0,0
46,10,10,2,0,0,0,0
153,28,22,8,0,0,0,0
87,18,18,2,0,0,1,0
28,6,6,1,0,0,0,0
56,10,10,1,0,0,0,0
22,4,4,1,0,0,0,0
87,19,18,3,0,0,0,0
156,32,26,5,0,0,0,0
23,4,4,1,0,0,0,0
98,21,21,2,0,0,0,0
62,12,12,2,0,0,0,0
152,36,24,15,1,0,0,0
72,12,12,2,0,0,0,0
30,8,8,2,0,1,0,0
36,8,8,1,0,0,0,0
247,52,42,4,0,0,0,0
136,26,26,11,0,0,9,0
23,5,5,1,0,0,0,0
31,6,6,1,0,0,0,0
46,10,10,1,0,0,1,0
26,4,4,1,0,0,0,0
72,15,13,2,0,0,0,0
148,29,24,5,0,0,0,0
40,9,9,1,0,0,0,0
20,4,4,1,0,0,0,0
50,9,8,2,0,0,0,0
162,32,29,18,4,0,0,0
35,6,6,2,0,0,0,0
329,61,51,6,0,0,0,0
32,7,7,1,0,0,0,0
274,37,33,7,0,0,0,0
289,55,43,31,4,0,4,0
95,18,18,2,0,0,0,0
63,14,14,3,0,0,1,0
36,8,8,2,0,0,0,0
69,12,12,1,0,0,0,0
35,7,7,1,0,0,0,0
89,21,20,2,0,0,0,0
70,18,16,3,0,1,0,0
40,7,7,1,0,0,0,0
67,17,13,1,0,0,0,0
103,21,19,2,0,0,0,0
47,8,8,1,0,0,1,0
135,25,23,4,0,0,1,0
111,22,21,2,0,0,0,0
119,26,24,4,0,0,0,0
124,26,26,5,0,0,3,0
31,9,8,1,0,0,1,0
30,8,8,2,0,0,1,0
24,5,5,1,0,0,0,0
128,27,25,2,0,0,0,0
128,20,19,17,3,0,1,0
109,22,18,3,0,0,0,0
40,8,8,2,0,0,0,0
46,8,8,1,0,0,0,0
53,10,10,0,0,0,0,0
39,9,9,1,0,0,0,0
37,9,9,1,0,0,0,0
66,14,13,4,0,0,0,0
73,16,16,8,1,0,0,0
4,1,1,1,0,0,0,0
127,29,25,26,0,0,1,0
40,8,7,1,0,0,0,0
7,1,1,1,0,0,0,0
15,2,2,2,0,0,0,0
14,4,4,1,0,0,0,0
70,16,12,2,0,0,0,0
198,36,34,6,0,0,0,0
33,9,9,2,0,0,0,0
84,19,18,4,0,0,1,0
71,16,16,1,0,0,0,0
111,22,21,4,0,0,2,0
33,7,6,0,0,0,0,0
39,8,8,1,0,0,0,0
183,39,35,7,0,0,0,0
85,20,19,64,18,0,0,0
76,17,17,2,0,0,0,0
129,28,26,3,0,0,0,0
80,17,16,2,0,0,1,0
39,8,8,1,0,0,0,0
26,5,5,1,0,0,0,0
45,10,8,1,0,0,0,0
25,4,4,1,0,0,0,0
62,12,11,2,0,0,0,0
40,8,8,1,0,0,0,0
77,15,15,1,0,0,0,0
131,23,21,2,0,0,0,0
155,34,28,4,0,0,0,0
87,17,17,3,0,0,0,0
133,30,29,4,0,0,4,0
39,8,7,2,0,0,0,0
18,4,4,2,0,0,0,0
85,18,18,2,0,0,1,0
38,8,8,1,0,0,2,0
33,7,7,1,0,0,0,0
59,12,11,2,0,0,1,0
24,6,6,1,0,0,0,0
39,7,7,1,0,0,0,0
84,15,14,15,2,0,0,0
34,9,9,2,0,0,0,0
28,6,6,1,0,0,0,0
31,6,6,2,0,0,0,0
37,8,8,1,0,0,0,0
30,7,7,1,0,0,0,0
103,21,20,2,0,0,0,0
64,12,12,5,0,0,0,0
149,25,22,3,0,0,0,0
444,83,66,44,1,0,11,0
34,4,4,2,0,0,0,0
46,10,10,1,0,0,0,0
180,40,31,16,0,0,1,0
22,6,6,1,0,0,0,0
26,4,4,1,0,0,0,0
54,12,12,2,0,0,0,0
24,4,4,1,0,0,0,0
72,15,15,2,0,0,1,0
107,25,24,2,0,0,0,0
68,16,15,1,0,0,0,0
113,22,20,5,0,0,0,0
55,12,12,2,0,0,0,0
205,37,35,2,0,0,0,0
107,24,21,3,0,0,0,0
34,6,6,1,0,0,0,0
59,11,11,1,0,0,0,0
50,10,10,3,0,0,0,0
83,17,16,4,0,0,0,0
38,6,6,1,0,0,0,0
35,7,7,27,6,0,0,0
237,48,42,6,0,0,0,0
95,18,17,3,0,0,0,0
41,8,8,1,0,0,0,0
45,10,10,1,0,0,0,0
152,30,27,4,0,0,0,0
24,5,5,1,0,0,0,0
25,5,5,1,0,0,0,0
39,9,9,1,0,0,0,0
48,12,11,1,0,0,0,0
368,73,57,7,0,0,1,0
30,6,6,1,0,0,0,0
104,22,19,4,0,0,0,0
22,5,5,1,0,0,0,0
74,15,13,2,0,0,0,0
33,9,7,2,0,0,0,0
65,13,13,1,0,0,0,0
36,6,6,1,0,0,0,0
22,5,5,2,0,0,0,0
143,28,27,7,1,0,0,0
33,6,6,1,0,0,0,0
60,12,12,1,0,0,1,0
36,9,9,1,0,0,0,0
20,5,5,1,0,0,0,0
38,7,7,2,0,0,1,0
58,13,13,1,0,0,0,0
29,5,5,2,0,0,0,0
28,5,5,1,0,0,0,0
44,9,9,3,0,0,0,0
70,14,13,4,0,0,0,0
29,7,7,1,0,0,0,0
77,13,12,2,0,0,0,0
22,5,5,1,0,0,0,0
126,24,21,4,0,0,0,0
90,18,14,71,17,0,0,0
76,13,13,2,0,0,0,0
50,12,12,3,0,0,0,0
52,10,10,1,0,0,0,0
110,21,20,4,0,0,0,0
55,15,14,1,0,0,1,0
28,7,7,1,0,0,0,0
200,43,39,4,0,0,1,0
169,37,33,4,0,0,0,0
77,16,14,2,0,0,0,0
77,16,16,3,0,0,1,0
32,7,7,1,0,0,0,0
38,10,10,1,0,0,0,0
22,4,4,1,0,0,0,0
35,8,8,1,0,0,0,0
129,24,23,1,0,0,3,0
50,9,8,2,0,0,0,0
35,8,8,1,0,0,0,0
33,6,6,1,0,0,0,0
30,7,7,1,0,0,0,0
158,31,22,8,0,0,9,0
3,1,1,1,0,0,0,0
150,33,30,6,0,0,5,0
160,33,29,4,0,0,0,0
119,26,20,1,0,0,0,0
30,5,5,1,0,0,0,0
55,11,11,0,0,0,0,0
52,9,9,2,0,0,0,0
25,6,6,1,0,0,0,0
65,13,13,2,0,0,0,0
107,27,25,1,0,0,4,0
63,13,12,1,0,0,0,0
25,6,6,2,0,0,0,0
75,15,13,2,0,0,0,0
40,8,8,1,0,0,0,0
48,10,9,1,0,0,0,0
146,29,20,6,0,0,0,0
20,4,4,1,0,0,0,0
24,3,3,1,0,0,0,0
26,5,5,1,0,0,0,0
27,6,6,1,0,0,0,0
50,11,11,1,0,0,0,0
26,6,6,1,0,0,0,0
33,8,8,1,0,0,0,0
37,7,7,1,0,0,0,0
73,14,14,55,11,0,1,0
68,14,14,3,0,0,3,0
139,30,25,3,0,0,1,0
415,94,64,16,2,0,0,0
158,27,25,5,0,0,2,0
47,10,10,2,0,0,0,0
137,29,28,1,0,0,0,0
44,10,10,1,0,0,1,0
26,5,5,1,0,0,0,0
55,13,12,2,0,0,0,0
32,6,6,1,0,0,0,0
56,10,8,3,0,0,0,0
52,13,12,3,0,0,0,0
33,6,6,1,0,0,0,0
41,11,11,1,0,0,2,0
59,14,14,1,0,0,0,0
142,28,27,9,1,0,0,0
42,10,10,1,0,0,0,0
51,13,10,1,0,0,0,0
81,15,15,1,0,0,0,0
34,8,8,1,0,0,0,0
94,20,16,16,0,0,1,0
88,20,19,3,0,0,1,0
129,26,26,3,0,0,0,0
121,26,21,7,0,0,0,0
23,6,6,1,0,0,0,0
57,13,13,1,0,0,1,0
65,15,13,2,0,0,1,0
35,7,7,1,0,0,0,0
50,13,13,1,0,0,1,0
57,11,11,3,0,0,0,0
22,4,4,1,0,0,0,0
25,5,5,1,0,0,0,0
232,44,38,4,0,0,0,0
73,12,11,3,0,0,0,0
50,12,12,2,0,0,0,0
31,6,6,1,0,0,0,0
205,41,34,4,0,0,0,0
30,7,7,1,0,0,0,0
26,6,6,1,0,0,0,0
2,1,1,1,0,0,0,0
34,8,8,2,0,0,0,0
42,7,7,1,0,0,0,0
9,2,2,1,0,0,0,0
43,9,9,1,0,0,0,0
76,17,15,4,1,0,0,0
26,5,5,2,0,0,0,0
76,16,14,2,0,0,0,0
136,26,26,11,0,0,9,0
30,6,6,1,0,0,0,0
22,5,5,2,0,0,0,0
60,12,12,3,0,0,1,0
55,13,13,1,0,0,0,0
46,8,8,1,0,0,0,0
141,31,22,6,0,0,0,0
42,7,7,1,0,0,0,0
189,42,35,5,0,0,2,0
38,8,8,1,0,0,0,0
15,4,4,1,0,1,0,0
44,8,8,1,0,0,0,0
160,30,28,22,3,1,13,1
127,28,26,10,2,0,24,1
143,25,25,5,0,0,12,1
81,13,13,5,1,0,11,1
157,29,28,16,2,0,1,1
159,26,23,18,1,0,19,1
158,30,29,13,3,0,18,1
158,29,28,9,0,0,17,1
157,25,24,4,0,0,16,1
165,36,32,18,2,1,23,1
157,30,29,29,5,0,16,1
142,25,25,14,2,0,19,1
132,27,24,5,1,0,12,1
197,31,29,8,0,0,16,1
183,30,25,10,1,0,22,1
152,29,28,17,2,0,21,1
146,30,27,5,0,0,9,1
166,29,28,3,0,0,22,1
155,29,26,26,5,0,12,1
118,19,18,2,0,0,20,1
162,32,28,15,2,0,16,1
146,28,25,2,0,0,20,1
158,29,26,7,1,0,26,1
125,22,20,11,2,1,5,1
159,24,21,34,5,1,18,1
179,29,27,27,4,0,32,1
156,35,30,5,0,0,15,1
71,11,11,2,0,0,0,1
160,27,26,62,8,0,17,1
105,16,15,7,0,0,13,1
48,8,8,2,0,0,12,1
154,29,27,16,1,0,17,1
159,26,25,21,5,1,15,1
114,21,18,9,1,2,18,1
89,15,15,8,2,0,20,1
160,33,31,16,3,0,23,1
151,31,29,18,2,1,16,1
138,26,25,34,7,0,10,1
161,27,26,19,2,0,24,1
135,26,24,8,0,0,8,1
96,16,16,6,0,0,6,1
142,27,27,9,1,0,9,1
148,24,24,17,1,0,40,1
120,24,23,13,3,1,17,1
149,26,26,17,2,0,28,1
129,21,20,3,0,1,20,1
109,20,20,12,1,1,18,1
106,16,15,7,0,0,13,1
159,34,33,17,3,0,8,1
158,30,29,25,5,0,28,1
149,31,29,11,0,0,3,1
153,33,29,57,10,0,15,1
158,29,27,28,6,0,17,1
162,31,28,16,2,0,13,1
147,29,27,14,2,1,5,1
157,26,25,14,3,1,19,1
157,29,29,25,1,0,26,1
157,28,28,22,2,0,23,1
144,26,26,21,3,0,26,1
122,24,23,29,5,0,23,1
159,31,30,30,6,0,27,1
158,26,26,24,4,0,18,1
224,40,38,14,2,0,23,1
156,29,26,6,1,0,24,1
154,29,27,23,1,0,18,1
149,28,27,9,2,0,17,1
134,23,23,9,1,1,5,1
155,31,28,20,3,0,1,1
143,27,25,21,3,0,5,1
174,31,26,1,0,0,21,1
159,24,24,12,1,1,15,1
81,13,13,5,1,0,11,1
122,25,24,15,3,1,15,1
121,25,24,8,1,0,5,1
125,22,20,11,2,1,5,1
148,27,26,4,1,0,17,1
128,25,24,16,3,0,3,1
159,34,33,17,3,0,8,1
156,25,24,4,0,0,16,1
101,14,14,4,0,0,12,1
158,26,26,24,4,0,18,1
150,31,29,18,2,1,16,1
109,21,21,18,4,1,21,1
48,8,8,2,0,0,12,1
155,31,29,7,0,0,6,1
143,28,26,26,3,0,16,1
117,23,20,5,1,0,8,1
169,30,27,13,2,0,23,1
150,24,24,12,2,1,22,1
159,33,33,26,3,0,23,1
158,34,28,21,4,2,28,1
144,24,24,21,2,0,24,1
157,27,26,4,0,0,17,1
156,28,24,16,2,0,7,1
135,25,24,14,3,0,11,1
148,27,26,24,1,0,18,1
126,23,23,15,2,0,20,1
170,30,30,7,1,0,41,1
155,33,28,10,2,1,25,1
140,29,29,27,4,1,12,1
157,33,32,17,3,0,7,1
162,27,27,29,3,0,26,1
153,28,26,28,5,2,5,1
132,27,25,3,0,0,19,1
142,28,26,19,5,0,28,1
102,19,19,1,0,0,2,1
159,29,27,30,4,0,29,1
157,31,27,18,3,1,4,1
139,28,27,9,2,0,11,1
155,24,24,9,1,2,16,1
112,19,19,1,0,0,13,1
155,30,30,11,0,0,3,1
152,30,29,8,0,0,14,1
162,26,25,20,2,0,5,1
120,21,19,8,1,1,12,1
109,23,20,12,3,0,8,1
136,29,28,6,1,0,0,1
149,26,25,10,0,0,14,1
37,6,6,1,0,0,16,1
158,36,31,20,3,0,16,1
156,31,30,32,6,0,16,1
161,26,26,6,0,0,21,1
140,25,24,8,0,0,17,1
69,14,13,2,0,0,19,1
153,25,25,19,2,0,24,1
147,27,26,24,1,0,18,1
156,24,24,24,3,0,18,1
164,29,29,29,5,0,26,1
163,32,30,14,2,0,11,1
141,30,29,17,2,1,25,1
154,27,27,30,6,0,25,1
163,28,28,99,22,0,29,1
156,25,25,23,3,0,16,1
152,28,27,8,2,1,20,1
145,27,27,37,5,0,15,1
42,8,8,9,2,0,4,1
161,27,27,7,0,0,17,1
143,29,26,9,1,1,0,1
112,23,23,8,1,0,0,1
157,30,29,29,5,0,16,1
156,31,31,40,5,1,20,1
154,27,23,28,2,0,19,1
136,23,23,17,1,0,29,1
153,25,25,19,2,0,24,1
156,31,31,40,5,1,20,1
140,33,28,5,1,0,17,1
149,28,28,22,2,0,22,1
151,25,24,31,4,0,23,1
149,28,24,11,2,1,18,1
160,29,29,22,2,0,21,1
160,31,30,14,1,0,24,1
134,23,21,26,3,0,8,1
134,28,26,5,0,0,0,1
137,23,23,21,2,0,21,1
138,29,25,24,6,0,13,1
126,28,28,14,2,0,8,1
151,28,27,11,1,0,13,1
140,25,21,11,1,0,2,1
132,27,24,5,1,0,12,1
107,23,23,12,3,1,10,1
150,28,24,11,2,1,18,1
153,24,24,5,0,0,0,1
109,18,18,7,1,1,19,1
143,31,29,14,3,1,14,1
135,20,20,79,13,1,27,1
136,23,23,17,1,0,29,1
148,22,21,24,2,0,35,1
161,35,30,11,0,0,16,1
149,25,25,23,2,0,34,1
160,30,28,12,0,0,19,1
135,26,20,1,0,0,0,1
137,24,22,2,0,0,25,1
146,24,22,23,4,3,14,1
145,28,25,5,1,0,24,1
100,23,23,12,3,1,10,1
112,19,19,3,0,0,24,1
163,28,27,8,1,0,3,1
155,24,24,9,1,2,16,1
152,34,32,12,2,0,2,1
102,17,17,18,3,2,0,1
159,32,30,13,3,0,27,1
158,31,29,33,4,2,9,1
140,29,25,60,14,0,3,1
155,27,26,10,1,0,8,1
144,24,24,21,2,0,24,1
149,23,21,23,2,0,0,1
154,29,27,14,1,2,13,1
149,23,21,17,1,1,16,1
74,14,14,1,0,0,0,1
148,24,24,17,1,0,40,1
161,33,29,9,1,0,21,1
47,12,9,1,0,0,8,1
137,22,20,13,1,0,10,1
159,29,28,28,6,0,14,1
155,28,26,26,3,0,20,1
159,31,26,3,0,0,23,1
160,26,24,22,2,2,16,1
114,24,19,11,2,1,16,1
147,32,29,14,2,0,19,1
84,19,18,4,1,0,0,1
154,34,33,29,6,1,21,1
154,26,26,13,1,0,25,1
148,30,26,14,3,0,10,1
155,30,26,10,1,0,0,1
138,24,24,14,2,0,19,1
160,27,27,22,3,0,14,1
153,30,25,18,0,0,3,1
159,23,21,24,2,1,19,1
130,25,24,0,0,0,11,1
47,8,8,2,0,0,1,1
120,24,24,13,1,0,21,1
156,31,30,32,6,0,16,1
159,30,30,24,3,0,30,1
152,30,27,1,0,0,22,1
148,31,27,7,1,0,4,1
143,29,26,10,2,1,29,1
146,24,22,23,4,3,14,1
177,32,28,8,1,0,21,1
163,22,21,19,2,1,17,1
157,30,29,13,3,0,18,1
152,30,29,16,2,0,27,1
65,12,12,6,1,0,15,1
155,33,32,17,1,0,21,1
132,21,21,4,0,0,14,1
136,29,25,25,6,0,21,1
147,31,29,21,3,1,15,1
137,25,25,16,2,0,17,1
146,28,25,2,0,0,20,1
155,28,25,13,2,0,1,1
137,28,26,14,5,0,28,1
145,25,24,3,0,0,28,1
156,27,25,22,3,3,20,1
137,23,23,21,2,0,21,1
159,31,28,40,5,0,31,1
162,27,27,29,3,0,26,1
156,31,29,9,1,1,5,1
132,25,24,13,3,0,3,1
143,31,29,14,3,1,14,1
156,34,33,7,1,0,15,1
153,26,25,3,0,0,0,1
162,33,31,28,4,1,16,1
101,16,15,3,0,0,15,1
159,29,27,30,4,0,29,1
160,33,30,8,1,0,3,1
104,22,20,13,2,0,12,1
154,31,30,5,0,2,14,1
130,25,24,17,2,1,13,1
147,29,26,27,3,0,20,1
136,24,24,14,0,0,3,1
154,30,30,29,4,0,31,1
167,32,30,20,4,0,16,1
146,25,25,9,0,1,24,1
162,31,30,16,0,0,25,1
158,27,27,12,1,0,19,1
78,17,16,3,0,0,11,1
82,13,13,5,1,0,11,1
157,28,27,22,2,0,18,1
114,22,21,5,0,1,11,1
151,30,29,48,10,0,23,1
147,29,27,11,1,0,10,1
158,28,24,24,2,2,24,1
127,24,23,13,2,0,24,1
150,25,24,14,1,0,24,1
149,27,26,13,2,0,22,1
155,32,31,12,2,1,5,1
159,30,27,14,2,0,13,1
139,26,25,4,1,0,22,1
158,26,25,8,0,3,21,1
143,28,26,17,2,1,14,1
148,26,24,25,4,0,25,1
137,29,26,2,0,1,0,1
153,26,25,19,2,0,24,1
111,16,16,6,1,0,23,1
151,28,25,5,0,0,12,1
159,29,29,29,4,0,28,1
137,26,26,14,1,0,17,1
127,21,19,3,0,0,0,1
149,29,27,1,0,1,17,1
33,6,6,10,1,0,11,1
157,27,26,3,0,0,22,1
155,29,26,7,0,0,28,1
147,29,28,7,0,0,14,1
63,11,11,3,0,0,1,1
156,31,29,9,1,1,5,1
70,15,13,5,1,0,0,1
129,24,23,12,3,0,3,1
107,26,25,3,0,0,3,1
155,30,30,11,0,0,3,1
150,19,16,25,3,3,13,1
167,29,29,22,3,0,28,1
121,24,21,13,2,1,0,1
165,22,21,23,1,1,18,1
161,27,27,27,3,0,26,1
158,29,29,20,2,0,17,1
142,29,28,6,1,0,10,1
145,30,30,22,2,0,24,1
152,31,25,31,8,0,13,1
153,29,27,6,0,0,15,1
147,26,26,19,3,0,27,1
181,36,31,20,2,1,11,1
70,13,13,2,0,0,27,1
161,30,28,24,2,0,21,1
153,30,28,17,2,0,11,1
145,25,25,9,0,1,24,1
156,26,26,44,8,0,6,1
146,33,26,18,0,0,4,1
161,26,26,6,0,0,21,1
158,29,29,23,2,0,18,1
101,14,14,4,0,0,12,1
74,14,14,2,0,1,14,1
160,29,29,12,1,1,24,1
160,24,24,12,1,1,15,1
157,27,26,4,0,0,17,1
160,31,31,19,1,0,3,1
150,27,20,3,0,0,21,1
101,20,20,29,5,0,23,1
140,30,27,14,3,0,11,1
160,29,29,12,1,1,24,1
161,29,28,25,1,0,18,1
136,24,23,26,4,0,15,1
96,18,17,6,0,0,16,1
159,25,25,24,4,0,16,1
143,30,28,14,1,0,22,1
160,35,32,104,22,1,14,1
158,27,25,13,1,2,13,1
159,32,30,13,3,0,27,1
66,13,13,4,0,1,5,1
111,20,19,26,5,0,32,1
106,17,17,9,0,0,11,1
156,31,29,7,1,2,5,1
137,29,25,24,6,0,13,1
41,7,7,6,1,0,0,1
143,32,27,7,1,1,19,1
133,28,24,15,0,0,8,1
155,33,32,17,1,0,21,1
86,13,13,11,1,0,11,1
173,28,26,9,1,0,24,1
111,20,19,26,5,0,32,1
152,26,26,35,5,0,2,1
153,26,26,12,0,0,28,1
145,25,24,25,4,0,22,1
166,33,29,28,4,0,24,1
65,9,9,8,1,0,0,1
160,31,30,28,2,0,23,1
138,23,22,0,0,1,0,1
159,27,27,20,3,1,2,1
153,28,28,18,3,0,27,1
159,28,27,22,2,0,18,1
162,35,34,16,2,0,23,1
47,8,8,2,0,0,12,1
137,30,26,15,3,1,2,1
80,16,16,5,0,0,0,1
137,23,22,22,4,0,26,1
147,28,26,24,3,0,25,1
149,29,26,12,1,1,2,1
157,28,28,23,2,0,18,1
49,8,8,2,0,0,12,1
156,26,25,15,0,0,22,1
124,26,23,12,2,0,23,1
131,26,23,19,1,0,31,1
144,24,24,21,2,0,24,1
173,28,27,8,0,3,33,1
160,28,27,21,2,0,22,1
156,27,26,3,0,0,22,1
153,31,29,24,6,2,23,1
137,23,23,43,8,0,6,1
